product_code,product_name,category1,category2,description,image1,image2,image3,image4,image5,imageUrl6,imageUrl7,imageUrl8,imageUrl9,imageUrl10,video,availability,pageUrl,scrape_date,supplier
DALYAN 2 SEAT SOFA,DALYAN 2 SEAT SOFA,upholstery,Sofas,"
				<p></p><p></p>



Cleopatra was a fierce woman in our history. She was a force to be reckoned with and always had poise and elegance. The DALYAN 2 Seat-Sofa, a channel-tufted sofa that breathes elegance. Upholstered in synthetic leather and legs in matte lacquer, this 2 seat sofa will bring elegance and poise into any room it is in.



<br><p></p>			",https://www.brabbu.com/resources/images/products/173/gallery/dalyan-2-seater-sofa-contemporary-design-1.jpg,https://www.brabbu.com/resources//images/products/173/gallery/previews/dalyan-2-seater-sofa-contemporary-design-2.jpg,https://www.brabbu.com/resources//images/products/173/gallery/previews/dalyan-2-seater-sofa-contemporary-design-3.jpg,https://www.brabbu.com/resources//images/products/173/gallery/previews/dalyan-2-seater-sofa-contemporary-design-3.jpg,https://www.brabbu.com/resources//images/products/173/gallery/previews/dalyan-2-seater-sofa-contemporary-design-3.jpg,https://www.brabbu.com/resources//images/products/173/gallery/previews/dalyan-2-seater-sofa-contemporary-design-3.jpg,https://www.brabbu.com/resources//images/products/173/gallery/previews/dalyan-2-seater-sofa-contemporary-design-3.jpg,https://www.brabbu.com/resources//images/products/173/gallery/previews/dalyan-2-seater-sofa-contemporary-design-3.jpg,https://www.brabbu.com/resources//images/products/173/gallery/previews/dalyan-2-seater-sofa-contemporary-design-3.jpg,https://www.brabbu.com/resources//images/products/173/gallery/previews/dalyan-2-seater-sofa-contemporary-design-3.jpg,,,https://www.brabbu.com/product/upholstery/dalyan/2-seat-sofa/,20/04/2023,brabbu
MALAY 2 SEAT SOFA,MALAY 2 SEAT SOFA,upholstery,Sofas,,https://www.brabbu.com/resources/images/products/180/gallery/04.jpg,https://www.brabbu.com/resources/images/products/180/gallery/02.jpg,https://www.brabbu.com/resources/images/products/180/gallery/03.jpg,https://www.brabbu.com/resources/images/products/180/gallery/04.jpg,https://www.brabbu.com/resources/images/products/180/gallery/malay%202%20seat-min.jpg,https://www.brabbu.com/resources/images/products/180/gallery/malay%202%20seat_2-min.jpg,https://www.brabbu.com/resources/images/products/180/gallery/malay%202%20seat.jpg,,,,https://www.youtube.com/embed/fkz6-yCbrmQ?showinfo=0,LEAD TIME: 4 TO 6 WEEKS,https://www.brabbu.com/home/product/upholstery/malay/2-seat-sofa,20/04/2023,brabbu
MAYA 2 SEAT SOFA,MAYA 2 SEAT SOFA,upholstery,Sofas,"
				<p></p><p></p>





The Maya civilization had maize as one of the primary elements of their culture. Personified as a woman, Maya’s Maize God was the inspiration behind MAYA 2 Seat Sofa. With legs in matte aged brass, this yellow velvet 2 seat sofa has the sensual and delicate forms of the goddess, making it the perfect seating solution for an elegant living room set.





<br><p></p>			",https://www.brabbu.com/resources/images/products/181/gallery/maya-sofa-1-540x505.jpg,https://www.brabbu.com/resources//images/products/181/gallery/previews/maya-sofa-2-167x93.jpg,https://www.brabbu.com/resources//images/products/181/gallery/previews/maya-sofa-3-167x93.jpg,https://www.brabbu.com/resources//images/products/181/gallery/previews/maya-sofa-3-167x93.jpg,https://www.brabbu.com/resources//images/products/181/gallery/previews/maya-sofa-3-167x93.jpg,https://www.brabbu.com/resources//images/products/181/gallery/previews/maya-sofa-3-167x93.jpg,https://www.brabbu.com/resources//images/products/181/gallery/previews/maya-sofa-3-167x93.jpg,https://www.brabbu.com/resources//images/products/181/gallery/previews/maya-sofa-3-167x93.jpg,https://www.brabbu.com/resources//images/products/181/gallery/previews/maya-sofa-3-167x93.jpg,https://www.brabbu.com/resources//images/products/181/gallery/previews/maya-sofa-3-167x93.jpg,,,https://www.brabbu.com/product/upholstery/maya/2-seat-sofa/,20/04/2023,brabbu
NAMIB 2 SEAT SOFA,NAMIB 2 SEAT SOFA,upholstery,Sofas,"
				<p></p><p></p>





Namib desert is one of the oldest and largest deserts in the world and NAMIB 2 Seat Sofa pays tribute to it. This powerful fabric sofa is upholstered in satin cotton and has legs in high gloss black lacquered, embodying an invigorating strength. The NAMIB Mid-Century Modern 2 Seater will be the focal point in your modern home design.




<br><p></p>			",https://www.brabbu.com/resources/images/products/184/gallery/1_540x505.jpg,https://www.brabbu.com/resources//images/products/184/gallery/previews/2_167x93.jpg,https://www.brabbu.com/resources//images/products/184/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/184/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/184/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/184/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/184/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/184/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/184/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/184/gallery/previews/3_167x93.jpg,,,https://www.brabbu.com/product/upholstery/namib/2-seat-sofa/,20/04/2023,brabbu
NUKA 2 SEAT SOFA,NUKA 2 SEAT SOFA,upholstery,Sofas,"
				<p></p><p></p>



Nuka is a glacier in Alaska known for its sublime beauty. NUKA 2 Seat Sofa came to life inspired by this magnificent natural monument. Upholstered in velvet and legs in glossy gold leaf, this 2 seat sofa with a curved back will make any living room set or bedroom design look sleek and chic.



<br><p></p>			",https://www.brabbu.com/resources/images/products/185/gallery/1_540x505.jpg,,,,,,,,,,,,https://www.brabbu.com/product/upholstery/nuka/2-seat-sofa/,20/04/2023,brabbu
OKA 2 SEAT SOFA,OKA 2 SEAT SOFA,upholstery,Sofas,"
				<p></p><p></p>



Taking inspiration from the interesting dialogues of the Bakaya people, whose word for “listen” is oka, our designers created OKA 2 Seat Sofa. This upholstered sofa in cotton velvet dazzles in its simplicity and will stand gracefully in a living room set. This brown 2 seat sofa will bring comfort to your modern contemporary home design.



<br><p></p>			",https://www.brabbu.com/resources/images/products/186/gallery/oka-2-seat-sofa-1.jpg,https://www.brabbu.com/resources//images/products/186/gallery/previews/oka-2-seat-sofa-2.jpg,,,,,,,,,,,https://www.brabbu.com/product/upholstery/oka/2-seat-sofa/,20/04/2023,brabbu
TELLUS 2 SEAT SOFA,TELLUS 2 SEAT SOFA,upholstery,Sofas,"
				<p></p><p></p>



In Roman mythology, Tellus is the goddess of the Earth. TELLUS 2 Seat Sofa honours its deity aura. The twill fabric, nailhead trim and back legs in matte lacquered add subtle sophistication, making this beige 2 seat sofa an elegant product able to fit in any modern home decor.



<br><p></p>			",https://www.brabbu.com/resources/images/products/285/gallery/tellus-2-seat-sofa-2-HR.jpg,https://www.brabbu.com/resources//images/products/285/gallery/previews/tellus-2-seat-sofa-1-HR.jpg,,,,,,,,,,,https://www.brabbu.com/product/upholstery/tellus/2-seat-sofa/,20/04/2023,brabbu
ZULU 2 SEAT SOFA,ZULU 2 SEAT SOFA,upholstery,Sofas,"
				<p></p><p></p>



Zulu is the largest ethnic group in South Africa and the one who inspired the ZULU 2 Seat Sofa. Fully upholstered in cotton velvet, this button-tufted 2 seat sofa is full of personality, making it an unforgettable chair design whether the dining room decor it is placed in.



<br><p></p>			",https://www.brabbu.com/resources/images/products/188/gallery/zulu-sofa-1-HR.jpg,,,,,,,,,,,,https://www.brabbu.com/product/upholstery/zulu/2-seat-sofa/,20/04/2023,brabbu
BOHOL MODULAR SOFA,BOHOL MODULAR SOFA,upholstery,Sofas,"Bohol is the location of the famous Chocolate Hills, one of the Philippines' natural wonders. Inspired by this jewel of the Philippine islands, BOHOL Modular Sofa was created with the purpose to dazzle every modern interior. With a black lacquered recessed base, this contemporary modular sofa is the perfect choice to help maximise your living room space.",https://www.brabbu.com/resources/images/products/879/gallery/4.jpg,https://www.brabbu.com/resources/images/products/879/gallery/2.jpg,https://www.brabbu.com/resources/images/products/879/gallery/3.jpg,https://www.brabbu.com/resources/images/products/879/gallery/4.jpg,https://www.brabbu.com/resources/images/products/879/gallery/5.jpg,https://www.brabbu.com/resources/images/products/879/gallery/6.jpg,https://www.brabbu.com/resources/images/products/879/gallery/7.jpg,,,,https://www.youtube.com/embed/4X9R6ziAl1o?showinfo=0,LEAD TIME: 4 TO 6 WEEKS,https://www.brabbu.com/home/product/upholstery/bohol-modular/sofa,20/04/2023,brabbu
BORNEO SOFA,BORNEO SOFA,upholstery,Sofas,"
				<p>









Borneo is the third-largest island in the world and the largest in Asia. Inspired by this amazing island, the BORNEO Sofa is upholstered in brown velvet, with pinewood legs stained in Wengue Matte. This modern velvet sofa will be the focal point of any living room design, being an excellent choice for an elegant and unique project.



 




 






 






<br></p>			",https://www.brabbu.com/resources/images/products/765/gallery/1_540x505.jpg,https://www.brabbu.com/resources//images/products/765/gallery/previews/2_167x93.jpg,https://www.brabbu.com/resources//images/products/765/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/765/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/765/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/765/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/765/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/765/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/765/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/765/gallery/previews/3_167x93.jpg,,,https://www.brabbu.com/product/upholstery/borneo/sofa/,20/04/2023,brabbu
BOURBON SOFA,BOURBON SOFA,upholstery,Sofas,,https://www.brabbu.com/resources/images/products/144/gallery/2_800x500_2_.jpg,https://www.brabbu.com/resources/images/products/144/gallery/2_800x500_2_.jpg,https://www.brabbu.com/resources/images/products/144/gallery/3_800x500_2_.jpg,https://www.brabbu.com/resources/images/products/144/gallery/5_800x500_2_.jpg,https://www.brabbu.com/resources/images/products/144/gallery/4_800x500_2_.jpg,,,,,,https://www.youtube.com/embed/E6pzbsPdQOs?showinfo=0,IN STOCK,https://www.brabbu.com/home/product/upholstery/bourbon/sofa,20/04/2023,brabbu
COMO SOFA,COMO SOFA,upholstery,Sofas,,https://www.brabbu.com/resources/images/products/145/gallery/como-sofa-4.jpg,https://www.brabbu.com/resources/images/products/145/gallery/como-sofa-2.jpg,https://www.brabbu.com/resources/images/products/145/gallery/como-sofa-3.jpg,https://www.brabbu.com/resources/images/products/145/gallery/como-sofa-4.jpg,https://www.brabbu.com/resources/images/products/145/gallery/como-sofa-5.jpg,https://www.brabbu.com/resources/images/products/145/gallery/como-sofa-6.jpg,https://www.brabbu.com/resources/images/products/145/gallery/como-sofa-7.jpg,,,,https://www.youtube.com/embed/fkz6-yCbrmQ?showinfo=0,LEAD TIME: 4 TO 6 WEEKS,https://www.brabbu.com/home/product/upholstery/como/sofa,20/04/2023,brabbu
DAKOTA SOFA,DAKOTA SOFA,upholstery,Sofas,,https://www.brabbu.com/resources/images/products/146/gallery/dakota-sofa-5.jpg,https://www.brabbu.com/resources/images/products/146/gallery/dakota-sofa-2.jpg,https://www.brabbu.com/resources/images/products/146/gallery/dakota-sofa-3.jpg,https://www.brabbu.com/resources/images/products/146/gallery/dakota-sofa-4.jpg,https://www.brabbu.com/resources/images/products/146/gallery/dakota-sofa-5.jpg,https://www.brabbu.com/resources/images/products/146/gallery/dakota-sofa-6.jpg,https://www.brabbu.com/resources/images/products/146/gallery/dakota-sofa-7.jpg,https://www.brabbu.com/resources/images/products/146/gallery/dakota-sofa-8.jpg,,,https://www.youtube.com/embed/sy7dce-fU6E?showinfo=0,LEAD TIME: 4 TO 6 WEEKS,https://www.brabbu.com/home/product/upholstery/dakota/sofa,20/04/2023,brabbu
GEORGE SOFA,GEORGE SOFA,upholstery,Sofas,"



GEORGE sofa is a time travel to King George Island, where the first church of Antarctica was proudly raised. This island is the largest of the South Shetland Islands and this modern velvet sofa with a base in aged brushed matte brass is a celebration of history through a distinctive design.



<br>",https://www.brabbu.com/resources/images/products/677/gallery/george-sofa-3.jpg,https://www.brabbu.com/resources/images/products/677/gallery/GEORGE-SOFA-1.jpg,https://www.brabbu.com/resources/images/products/677/gallery/george-sofa-2.jpg,https://www.brabbu.com/resources/images/products/677/gallery/george-sofa-3.jpg,https://www.brabbu.com/resources/images/products/677/gallery/george-sofa-4.jpg,https://www.brabbu.com/resources/images/products/677/gallery/george-sofa-5.jpg,https://www.brabbu.com/resources/images/products/677/gallery/george-sofa-6.jpg,,,,https://www.youtube.com/embed/gf_Tt02I2W4?showinfo=0,LEAD TIME: 4 TO 6 WEEKS,https://www.brabbu.com/home/product/upholstery/george/sofa,20/04/2023,brabbu
HERA ROUND THREE SOFA,HERA ROUND THREE SOFA,upholstery,Sofas,"
				<p>

Inspired by the iconic Hera Temple, the HERA Three Round Sofa brings ancient Greek characters to modern spaces. This contemporary three-seater round sofa is perfect for a living room setting, be it a contemporary or modern design. Fully upholstered in twill, the HERA Three Round Sofa is the right choice to create a modern contemporary vibe.



 






<br></p>			",https://www.brabbu.com/resources/images/products/762/gallery/1_540x505.jpg,https://www.brabbu.com/resources//images/products/762/gallery/previews/2_167x93.jpg,https://www.brabbu.com/resources//images/products/762/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/762/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/762/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/762/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/762/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/762/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/762/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/762/gallery/previews/3_167x93.jpg,,,https://www.brabbu.com/product/upholstery/hera-round-three/sofa/,20/04/2023,brabbu
HERA ROUND TWO SOFA,HERA ROUND TWO SOFA,upholstery,Sofas,"
				<p>

Drawing inspiration from the iconic Hera Temple, the HERA Two Round Sofa brings ancient Greek characters to modern spaces. This contemporary two-seater round sofa is perfect for a living room setting, becoming the accent furniture item that will elevate any style. Fully upholstered in twill, the HERA Two Round Sofa will set the design tone for every living room it is in.

<br></p>			",https://www.brabbu.com/resources/images/products/771/gallery/1_540x505.jpg,https://www.brabbu.com/resources//images/products/771/gallery/previews/2_167x93.jpg,https://www.brabbu.com/resources//images/products/771/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/771/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/771/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/771/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/771/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/771/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/771/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/771/gallery/previews/3_167x93.jpg,,,https://www.brabbu.com/product/upholstery/hera-round-two/sofa/,20/04/2023,brabbu
HERMES SOFA,HERMES SOFA,upholstery,Sofas,,https://www.brabbu.com/resources/images/products/147/gallery/3_800x500.jpg,https://www.brabbu.com/resources/images/products/147/gallery/2_800x500.jpg,https://www.brabbu.com/resources/images/products/147/gallery/3_800x500.jpg,https://www.brabbu.com/resources/images/products/147/gallery/4_800x500.jpg,https://www.brabbu.com/resources/images/products/147/gallery/5_800x500.jpg,https://www.brabbu.com/resources/images/products/147/gallery/6_800x500.jpg,,,,,https://www.youtube.com/embed/E6pzbsPdQOs?showinfo=0,IN STOCK,https://www.brabbu.com/home/product/upholstery/hermes/sofa,20/04/2023,brabbu
